2.443592373023913480e-02 3.287815214937728908e-02 2.965883820180512220e+00 2.436009297371374144e-02
2.967590824758920692e-02 4.040968035925120161e-02 2.850172245351767941e+00 1.378538433509514903e-02
3.718083222226393342e-02 5.101933806315507580e-02 2.738767881266376936e+00 8.846184635571251870e-03
4.760795320463778041e-02 6.633145417034050362e-02 2.620830857058061625e+00 5.911458644299412077e-03
6.308305168290392895e-02 9.232538720648271469e-02 2.322896271779265387e+00 3.871255731105894670e-03
9.116832271834825197e-02 1.492938915948450185e-01 1.812310281121776168e+00 2.398625127308319852e-03
1.509557994302376249e-01 2.761304584163202791e-01 1.409416189816890652e+00 1.489818796219879267e-03
2.793112555219126047e-01 5.436949917739756222e-01 1.190334691973888415e+00 9.662283898274881804e-04
5.505857078395915982e-01 1.108560420303851712e+00 1.077232218906569949e+00 6.493209043655708175e-04
1.113087049135970785e+00 2.246400124413592714e+00 1.024271035552128062e+00 4.474914190212016360e-04
2.210372487944126441e+00 4.261230262582738959e+00 1.025755782351481793e+00 3.165760863453786003e-04
