2.006612714075595605e+00 1.991297207465990482e+00 2.017086967864529790e+00 1.977128311188566911e+00 1.998784794194784720e+00 2.005361332820480236e+00 2.000685103434711287e+00 2.001908591675751303e+00 2.005077630608743888e+00
1.965528601702667189e+00 1.946518398035437247e+00 2.010353530238857545e+00 1.993255559167860458e+00 2.005971978737129291e+00 2.005150382181405178e+00 1.997370455856066318e+00 1.994193355242654953e+00 1.999905459631059035e+00
1.982718584523022631e+00 1.986002114961115783e+00 1.995647444468791054e+00 2.021823937246549185e+00 2.009946342618855297e+00 1.998940060668096930e+00 2.001487090571268723e+00 2.008411670239497404e+00 2.002517074835628463e+00
1.953076531400906646e+00 2.006009784234834115e+00 2.014579499675769547e+00 2.012447205213652168e+00 2.019018978134767828e+00 1.990205881125907350e+00 2.004664912406764365e+00 1.997729592623004535e+00 1.994228324054751589e+00
2.074412222189808475e+00 2.010056149363594891e+00 1.999624384013754419e+00 2.003400480033192821e+00 1.985099754264533001e+00 1.997318948048209641e+00 1.998955511919070283e+00 2.000352821958772509e+00 1.999865355863225336e+00
1.958610386614713761e+00 2.014474862447218406e+00 1.988457823414504944e+00 2.010245094088928042e+00 1.993936968521633712e+00 2.001247229203722888e+00 2.002050039424752903e+00 2.000255568843862797e+00 1.995769547458935200e+00
2.015101836358966558e+00 2.047126400713863426e+00 1.979439056731084445e+00 1.988320028159700659e+00 2.001481291691039388e+00 2.003823463599213817e+00 1.998432633182451568e+00 1.999970062212682809e+00 2.004101174119773177e+00
1.964387969419380653e+00 2.013854658746327075e+00 2.017682700945684360e+00 1.989223884050619784e+00 1.990106071446957170e+00 2.000870967732294226e+00 1.999024502768747880e+00 2.001088391180433135e+00 2.002701166545763023e+00
2.025739363732495413e+00 2.019867226256715220e+00 2.004815306765681093e+00 2.007855723515699964e+00 1.984733026930720623e+00 1.998204067626143221e+00 2.001141347798861325e+00 1.997491124587409406e+00 2.003564598529915308e+00
2.001239090217026728e+00 1.964364087236831313e+00 2.002440053228043304e+00 2.002359834778548731e+00 2.002757427325400741e+00 1.999243766106269415e+00 1.992915825366857963e+00 2.003698656708360559e+00 2.000961376968011685e+00
1.961164625100805026e+00 2.021822533000772637e+00 1.999144114677815054e+00 2.003802245300006390e+00 1.995939608534613274e+00 2.001057609640070289e+00 1.998455885091475537e+00 2.000904927924853638e+00 2.005410181292422322e+00
2.028071940567520492e+00 1.993964853350339350e+00 2.024202073853561323e+00 2.030488416540287666e+00 1.990430961533370180e+00 1.994265720283932897e+00 2.006828259435956774e+00 2.002407891998013945e+00 2.005555658972148159e+00
1.998006094437191571e+00 1.981695089438466617e+00 1.969666406514338330e+00 2.014563042533713322e+00 2.005145326350915802e+00 1.995099840456464158e+00 2.002290300056479566e+00 2.003285762975660411e+00 2.002093068098297124e+00
1.990174113703146119e+00 1.987348882157188523e+00 1.986870837423043046e+00 1.995600215790714227e+00 2.013773208853321783e+00 2.007746145961331052e+00 1.995684749749412124e+00 2.003352879375501772e+00 1.999084549736966920e+00
2.022565205305022040e+00 2.018793790408003552e+00 2.013106606834712764e+00 2.000544337799914807e+00 1.994031653249189073e+00 2.008291185224247322e+00 1.998458436198602417e+00 1.998263215113097235e+00 1.996787834828905428e+00
1.997515312357122319e+00 2.023344392546899684e+00 1.997201940905920292e+00 2.016583142851372301e+00 2.009736396961375071e+00 2.001807602393968821e+00 1.995709839728847079e+00 1.999044046704952837e+00 1.999642611014801119e+00
1.998221057726764283e+00 1.970907230460529291e+00 1.994098356742564970e+00 2.024781406180768073e+00 1.994906833968411508e+00 2.000181236585217626e+00 1.998929601583617988e+00 1.994416521182915236e+00 2.002933698368801529e+00
2.003329749337549259e+00 1.995263803431148286e+00 1.978552757550318564e+00 2.029124289082951726e+00 2.000082299102964534e+00 1.982362635503136516e+00 1.999828904589589840e+00 2.005186434190859401e+00 2.001010352767940148e+00
2.022470183158306511e+00 2.004967652880709217e+00 1.999743825849013223e+00 2.010354335133619941e+00 2.001478766958994626e+00 1.998094749275173942e+00 2.001599506630213909e+00 2.004968915246731598e+00 2.001565161725243236e+00
2.001494099976839358e+00 2.007581640933226552e+00 1.982395016828681467e+00 2.003950601501678364e+00 1.998468567868262546e+00 2.002405343619344080e+00 1.998305458900563103e+00 1.998783123469725087e+00 2.002403081728639123e+00
2.019589995035071084e+00 1.984794155277326944e+00 2.020289537712874228e+00 2.002856196552816215e+00 1.988188601123114907e+00 2.001342645157706102e+00 2.002913918875823818e+00 1.993282054302558226e+00 1.999641200402625163e+00
2.017758918567992943e+00 2.017155694053895054e+00 1.989637188870815088e+00 2.008265794205075672e+00 2.003419189971096692e+00 1.994655496711479348e+00 2.000976759098080038e+00 1.999640661987145851e+00 2.000212939434499404e+00
2.023596001740029848e+00 1.985838076499125915e+00 1.971781114253276179e+00 2.006432060221055025e+00 1.993154950051061913e+00 2.002456575853061693e+00 1.998145504938433792e+00 2.000569332283362201e+00 1.997114741244909286e+00
1.965430769245426479e+00 2.022417198345824119e+00 2.009605994005582374e+00 2.008695610736462633e+00 2.006610466736661103e+00 1.999938367548770302e+00 1.995748221840426329e+00 2.000435423260555901e+00 2.003082388351689502e+00
1.974597760255105694e+00 2.018020097368675714e+00 1.998691277246748221e+00 1.987103607531311766e+00 1.999924339642770388e+00 2.002041090995867911e+00 1.991328827552082625e+00 1.999557042970968812e+00 2.001442713130567874e+00
2.000807942198711942e+00 2.019438507474454525e+00 2.001525360816117427e+00 1.990673573185389955e+00 2.003398611949755548e+00 1.992168230926503636e+00 1.990648455921386173e+00 1.996467755011867684e+00 2.002259671309698952e+00
1.967621897421963251e+00 1.988216600547006774e+00 1.993590910157722274e+00 2.019055602210668710e+00 2.001134353854544301e+00 2.001881106111227382e+00 1.999526048610973383e+00 2.005525439493889728e+00 1.998992768087468619e+00
1.977542291756567039e+00 1.996662642316155090e+00 1.991639881633959330e+00 1.986016031000385151e+00 2.003998922471969202e+00 2.001650418724998381e+00 2.004608829886305621e+00 2.002238847727245030e+00 2.004715918178566980e+00
2.003547765770303357e+00 2.020490142043685822e+00 1.988862407177215630e+00 1.997172205274004853e+00 1.994727959977203646e+00 1.997994613090890770e+00 2.001328381694934322e+00 2.002173221974311801e+00 2.002057547228437429e+00
