1.981475229478387057e+00 2.112773502001250137e+00 1.943297425655323707e+00 1.897963440744765862e+00 1.991503935363393651e+00 2.000264313547972073e+00 2.001923753710301845e+00 2.021928549009502696e+00 2.023355388227886742e+00
2.116003272745124342e+00 1.982958580494436962e+00 1.955748402755384419e+00 2.043105057353118426e+00 2.002911383229951880e+00 2.011763598542652076e+00 2.014603755656903417e+00 2.008635936657342747e+00 2.003888847428974884e+00
1.931662202575448628e+00 2.150615524647760957e+00 1.913001378713565348e+00 2.096866605104263925e+00 1.958797731554863475e+00 2.031530951706021604e+00 2.010563613228664614e+00 2.002075594151333071e+00 2.005797573958193247e+00
1.952423612593252145e+00 2.082743745169286953e+00 2.073433789388613668e+00 2.054082078423448365e+00 2.017072303318604654e+00 2.012731861475790751e+00 1.988300849836709627e+00 1.998683369269397048e+00 2.018751759440169380e+00
1.875055612862856602e+00 2.039170575324737555e+00 1.951772085298575821e+00 1.974240332411622667e+00 2.011101087390302133e+00 2.009492104579954308e+00 2.003316275308284489e+00 1.988106372710430669e+00 2.000885132970620539e+00
1.965126614521363724e+00 2.142691832294608467e+00 1.970897580818240957e+00 1.979400273536352728e+00 2.014007676971218963e+00 2.051787308905099749e+00 1.984574072493273889e+00 1.998419661189240859e+00 2.005707938694726522e+00
2.033603677589348457e+00 1.863814791854324415e+00 2.041822845445417478e+00 2.003244855222551912e+00 2.035719243882699203e+00 1.981818477531773759e+00 1.994929286439587557e+00 2.000483445010081240e+00 2.012091828260212267e+00
2.180605147698865487e+00 2.022229120360275800e+00 2.079164154429031797e+00 2.089804217448431700e+00 1.953269247763050664e+00 1.982622426428783946e+00 2.013960406456803298e+00 2.011674995545349454e+00 2.022837465278339408e+00
2.210383535441901692e+00 2.049758784022263747e+00 1.949619123685529587e+00 2.017489277003738479e+00 2.003076697700247877e+00 2.024837520533224300e+00 1.990104367070930191e+00 2.012867772276417000e+00 2.015522950932067126e+00
2.138822760471070339e+00 2.098445211095344654e+00 1.969512108643197923e+00 1.957964804627449595e+00 1.994600343685310584e+00 2.013980198682579825e+00 1.998106007797500805e+00 1.987358258044309434e+00 1.988868306100862071e+00
1.881139178457655881e+00 2.088162282155576754e+00 1.926472786841172180e+00 1.905766265189226871e+00 1.997822742138855467e+00 1.997314286934474659e+00 2.049267943735116226e+00 2.007690176217088229e+00 2.009247060963420317e+00
2.101538334355249837e+00 1.921259814520194453e+00 1.947239119904565996e+00 2.020076589843406545e+00 1.958503544793051887e+00 2.058100324985703722e+00 1.989718234042724632e+00 2.008954697720250593e+00 2.019457974104382991e+00
1.794093426057702167e+00 1.905157153574795981e+00 2.109995447292689619e+00 2.005905960086415085e+00 2.031446607829815676e+00 1.983987826256484066e+00 1.987901296438889798e+00 2.005027021372665530e+00 1.997100828843580977e+00
1.874590967580156864e+00 2.102649023643903270e+00 2.003239501080784635e+00 1.999171300112088545e+00 2.018488542482240966e+00 1.974214226536764372e+00 1.984534730874379260e+00 2.009781660241055867e+00 2.009690103234501812e+00
1.922699221920178836e+00 1.857153993934585134e+00 2.097275986403551506e+00 1.970162770107576566e+00 1.952452737050839549e+00 1.969284393455931870e+00 1.950036362940459345e+00 1.996167843947646237e+00 2.039004776098613192e+00
2.026250947567363347e+00 1.959050739536855712e+00 2.079822246390817142e+00 2.018547976457161219e+00 1.994530368772206685e+00 2.002619763036523892e+00 2.009778975439544091e+00 1.998488386469120748e+00 2.005709389324269232e+00
2.077960169197345053e+00 2.007066750208690742e+00 2.032238709767311136e+00 1.914278047306493313e+00 2.018306855452051352e+00 1.974952381426005488e+00 1.967108475516683885e+00 1.976724270388763305e+00 1.980555202933377945e+00
