     N           id         time
  50000    18.41221   1158.46728
  25000    17.81719    299.73456
  12500     17.99209     80.32228
  6250     18.35508     22.63865
  3125     19.98730      7.05013
  1562     20.61907      2.53371
  781     20.11035      1.35560
  390     20.22754      0.66657
  195     21.19995      0.32688
