N      id           time        
50000   170.726 0.0   3648.432782649994
25000   144.618 0.0   728.09503698349
12500   219.371 0.0   256.8739724159241
6250   169.195 0.0   61.43894338607788
3125   181.073 0.0   21.434324741363525
1562   167.306 0.0   8.418138027191162
781   174.945 0.0   4.6648643016815186
390   105.552 0.0   2.1994032859802246
195   74.762 0.0   1.0733051300048828
