"","sample_size","ESSa","ESSa_seconds","ESSb","ESSb_seconds"
"...23",22,9.83951937678219,0.156266927719116,9.18901481711546,0.189669847488403
"...24",22,7.96587463571785,0.155112981796265,7.75443066031516,0.190913915634155
"...25",22,6.79807856167462,0.155341148376465,6.58828240320177,0.192631959915161
"...26",22,7.05261874420165,0.154706001281738,6.62896262938457,0.188825130462646
"...27",22,8.86012782870302,0.151721000671387,8.84276486168452,0.187493085861206
"...28",22,7.60173352904417,0.157444953918457,7.16225932205924,0.193699836730957
"...29",22,7.95887456288753,0.150929927825928,7.79532771311771,0.193396806716919
"...30",22,7.77798028486921,0.154087066650391,6.9595436088629,0.188972949981689
"...31",22,5.9384260449255,0.15507698059082,5.53821158076458,0.161706924438477
"...32",22,7.22441092934521,0.153339147567749,6.75110686580586,0.164597988128662
"...33",22,5.776078684477,0.154535055160522,5.18809611953069,0.170730113983154
"...34",22,6.96739103221476,0.155723094940186,6.36106112060421,0.16941499710083
"...35",22,8.55634463235166,0.158221960067749,8.59699453365837,0.168098926544189
"...36",22,8.68551877597919,0.158005952835083,8.20420956103957,0.163851976394653
"...37",22,6.73401350112403,0.157833814620972,6.10904099067511,0.169978857040405
"...38",22,6.58436798226087,0.15790581703186,5.89501284141298,0.168220043182373
"...39",22,8.42779342329378,0.156856060028076,7.78627007681786,0.17014217376709
"...40",22,6.33948101328193,0.155261993408203,5.60732440790541,0.164373874664307
"...41",22,7.77976623705651,0.348135948181152,7.35281453139494,0.166419982910156
"...42",22,5.23039324782497,0.348212003707886,4.50926761364345,0.172049045562744
"...43",22,6.92412716990476,0.350949048995972,6.61519780760858,0.166337013244629
"...44",22,7.41483343485562,0.34791088104248,7.59479579015664,0.163727045059204
"...45",22,5.85307223417428,0.331780910491943,5.53337919046359,0.165258169174194
"...46",22,8.70826495127567,0.343991041183472,8.41979022851265,0.16824197769165
"...47",22,7.35297604283651,0.344277858734131,7.65849423295133,0.169160127639771
"...48",22,7.78108870797017,0.333307027816772,7.5483769540319,0.170166015625
"...49",22,6.90616060861895,0.3440260887146,6.46801750460208,0.170944929122925
"...50",22,6.41247456789046,0.334081172943115,6.70802094999008,0.158174991607666
