"","sample_size","ESSa","ESSa_seconds","ESSb","ESSb_seconds"
"...23",3898,13.1336764198808,7.22765302658081,12.2999610997825,4.95711302757263
"...24",3898,12.4808655748578,7.43975901603699,12.2375358046182,5.07307696342468
"...25",3898,12.458037649102,7.41163992881775,12.5747924669481,4.84507584571838
"...26",3898,12.6712008152603,7.59273386001587,12.6853066920532,5.33433604240417
"...27",3898,12.8428566350079,7.50204396247864,12.0076618966076,4.71732091903687
"...28",3898,12.5146576295555,7.43658208847046,12.1263624061629,4.95529699325562
"...29",3898,12.8488025988775,7.33657813072205,12.4380114031791,5.00706195831299
"...30",3898,12.742464897234,7.35560488700867,12.1847670691861,4.91036796569824
"...31",3898,12.7567125211074,7.74756407737732,12.0251536554536,5.20433402061462
"...32",3898,12.6042207946151,7.76664996147156,12.0511587779407,5.4167160987854
"...33",3898,12.7485244314237,7.69572281837463,12.0877209844704,5.94414782524109
"...34",3898,12.8859719004963,7.75711011886597,11.8054179294888,4.62792301177979
"...35",3898,12.6327134409598,7.99726295471191,11.8425558615518,5.60347604751587
"...36",3898,12.5217868960977,7.28737807273865,11.7023211587164,5.67328596115112
"...37",3898,12.3637974807597,7.70077514648438,12.5048182555106,5.30315399169922
"...38",3898,12.8648387434547,7.79729795455933,12.4441419423768,5.07319903373718
"...39",3898,12.1734419064328,7.44849300384521,11.9174904840638,5.72380805015564
"...40",3898,12.8858194772554,7.6403169631958,13.0319593934376,5.99120593070984
"...41",3898,12.6466674560169,4.45062494277954,12.4925652739422,3.03360104560852
"...42",3898,12.6334015743717,4.67378091812134,12.8477108016481,3.14176297187805
"...43",3898,12.5677308539117,4.52883005142212,12.4240798216993,3.05356788635254
"...44",3898,12.4022641192488,2.58632206916809,12.2845186824117,4.02875304222107
"...45",3898,13.2937897485916,4.46780586242676,12.4809897436073,3.06368184089661
"...46",3898,13.063126795547,4.52308011054993,12.4887464877056,3.18906807899475
"...47",3898,12.5036255576204,4.37848687171936,12.2272412064629,3.16929197311401
"...48",3898,12.3720425186677,4.51964092254639,12.4863640439233,3.14107322692871
"...49",3898,12.9942299304493,4.36654806137085,12.5491518188795,3.08897089958191
"...50",3898,12.9652591150581,4.4059100151062,12.7661017333633,3.11203098297119
"...1",1949,12.4749952672964,1.42328000068665,12.2020627563456,1.54501295089722
"...2",1949,11.9047279885043,1.42596387863159,11.8417760170127,1.5371470451355
"...3",1949,12.8046542782753,1.43701481819153,12.3364197306577,1.5601270198822
"...4",1949,12.9894636317473,1.41881012916565,12.7053118927993,1.57866811752319
"...5",1949,12.6637575081341,1.43892216682434,12.0809414818489,1.59633803367615
"...6",1949,12.035226150309,1.41516995429993,11.9983236786323,1.51947093009949
"...7",1949,13.194483209835,1.4213240146637,13.2022400601931,1.53157997131348
"...8",1949,12.3771857911311,1.43148994445801,12.5412762420935,1.59585309028625
"...9",1949,12.8667949010161,1.41671800613403,13.2071318749721,1.57238912582397
"...10",1949,12.8872950906696,1.4126250743866,12.3870372553608,1.56024694442749
"...11",1949,12.0243656507135,1.5593740940094,11.7598498468836,1.25946998596191
"...12",1949,12.6560476380474,1.53221106529236,11.7913120916107,1.26967406272888
"...13",1949,12.6310568027497,1.54665589332581,12.1021169717263,1.2388391494751
"...14",1949,12.5489094436425,1.5405969619751,12.3876228897582,1.27476286888123
"...15",1949,13.0720281419747,1.55059504508972,12.4150576000426,1.29383015632629
"...16",1949,12.8357662879732,1.56477808952332,12.8236752116671,1.27321696281433
"...17",1949,12.3006278241078,1.53964710235596,12.6393101497956,1.28934192657471
"...18",1949,12.5593242747524,1.51363205909729,12.5092319879296,1.2585928440094
"...19",1949,12.8606878357411,1.56194400787354,12.6948512991211,1.28160691261292
"...20",1949,12.6155087511148,1.54737901687622,12.6657577185394,1.27390384674072
"...21",1949,12.6158050640234,1.42084002494812,12.5819899201519,1.40243697166443
"...22",1949,12.8859398005639,1.41557288169861,12.5046017917262,1.41149306297302
