"","V1","V2","V3","V4","V5"
"1",50000,10.9576952217753,248.814501047134,10.7838906842983,240.283888101578
"2",25000,10.6249493189025,44.0995070934296,11.2069382840218,46.5600516796112
"3",12500,10.4782223365191,14.5939795970917,10.9619430229379,12.5240886211395
"4",6250,10.7856912172857,6.07622790336609,10.50215785261,5.495281457901
"5",3125,10.7968908596454,2.80897831916809,10.5338065836821,3.36706709861755
"6",1562,10.3419984983769,1.91237688064575,10.9151434419137,2.44628143310547
"7",781,10.5568379653021,1.82735443115234,10.5140702531935,1.5090651512146
"8",391,10.1365692431361,1.48730158805847,10.6962335990201,1.18865418434143
"9",195,9.47339874441538,1.69387030601501,10.0890583174069,1.06380128860474
